STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
OH,2004Q4,"$158,049 ","$120,840 ","$37,209 ",23.50%,1.226,1.298
OH,2005Q1,"$159,614 ","$123,129 ","$36,486 ",22.90%,1.238,1.273
OH,2005Q2,"$161,080 ","$125,024 ","$36,057 ",22.40%,1.249,1.258
OH,2005Q3,"$162,401 ","$126,692 ","$35,709 ",22.00%,1.259,1.247
OH,2005Q4,"$163,548 ","$128,307 ","$35,241 ",21.50%,1.268,1.231
OH,2006Q1,"$164,445 ","$129,976 ","$34,469 ",21.00%,1.275,1.203
OH,2006Q2,"$165,042 ","$131,676 ","$33,366 ",20.20%,1.28,1.165
OH,2006Q3,"$165,342 ","$133,282 ","$32,060 ",19.40%,1.282,1.12
OH,2006Q4,"$165,359 ","$134,684 ","$30,675 ",18.60%,1.282,1.073
OH,2007Q1,"$165,054 ","$135,863 ","$29,191 ",17.70%,1.28,1.023
OH,2007Q2,"$164,353 ","$136,949 ","$27,404 ",16.70%,1.275,0.961
OH,2007Q3,"$163,241 ","$138,234 ","$25,006 ",15.30%,1.266,0.878
OH,2007Q4,"$161,761 ","$139,983 ","$21,778 ",13.50%,1.254,0.764
OH,2008Q1,"$160,024 ","$142,328 ","$17,696 ",11.10%,1.241,0.621
OH,2008Q2,"$158,222 ","$144,896 ","$13,327 ",8.40%,1.227,0.468
OH,2008Q3,"$156,539 ","$147,175 ","$9,365 ",6.00%,1.214,0.329
OH,2008Q4,"$155,163 ","$147,405 ","$7,758 ",5.00%,1.203,0.228
OH,2009Q1,"$154,249 ","$146,537 ","$7,712 ",5.00%,1.196,0.191
OH,2009Q2,"$153,766 ","$146,078 ","$7,688 ",5.00%,1.192,0.19
OH,2009Q3,"$153,505 ","$145,397 ","$8,108 ",5.30%,1.19,0.201
OH,2009Q4,"$153,201 ","$144,988 ","$8,213 ",5.40%,1.188,0.203
OH,2010Q1,"$152,622 ","$144,991 ","$7,631 ",5.00%,1.184,0.182
OH,2010Q2,"$151,676 ","$144,092 ","$7,584 ",5.00%,1.176,0.138
OH,2010Q3,"$150,513 ","$142,987 ","$7,526 ",5.00%,1.167,0.093
OH,2010Q4,"$149,393 ","$141,923 ","$7,470 ",5.00%,1.159,0.059
OH,2011Q1,"$148,508 ","$141,082 ","$7,425 ",5.00%,1.152,0.039
OH,2011Q2,"$148,140 ","$140,733 ","$7,407 ",5.00%,1.149,0.028
OH,2011Q3,"$148,352 ","$140,934 ","$7,418 ",5.00%,1.15,0.024
OH,2011Q4,"$149,081 ","$141,627 ","$7,454 ",5.00%,1.156,0.022
OH,2012Q1,"$150,246 ","$142,467 ","$7,778 ",5.20%,1.165,0.023
OH,2012Q2,"$151,752 ","$143,090 ","$8,663 ",5.70%,1.177,0.026
OH,2012Q3,"$153,459 ","$143,667 ","$9,792 ",6.40%,1.19,0.029
OH,2012Q4,"$155,315 ","$144,373 ","$10,942 ",7.00%,1.204,0.033
OH,2013Q1,"$157,333 ","$145,339 ","$11,993 ",7.60%,1.22,0.036
OH,2013Q2,"$159,490 ","$146,533 ","$12,958 ",8.10%,1.237,0.039
OH,2013Q3,"$161,722 ","$147,877 ","$13,845 ",8.60%,1.254,0.041
OH,2013Q4,"$163,964 ","$149,297 ","$14,666 ",8.90%,1.272,0.044
OH,2014Q1,"$166,191 ","$152,015 ","$14,176 ",8.50%,1.289,0.042
OH,2014Q2,"$168,385 ","$152,065 ","$16,320 ",9.70%,1.306,0.049
OH,2014Q3,"$170,594 ","$155,189 ","$15,404 ",9.00%,1.323,0.046
OH,2014Q4,"$172,843 ","$158,237 ","$14,605 ",8.50%,1.34,0.044
OH,2015Q1,"$175,127 ","$158,285 ","$16,842 ",9.60%,1.358,0.05
OH,2015Q2,"$177,485 ","$156,652 ","$20,833 ",11.70%,1.376,0.062
OH,2015Q3,"$179,920 ","$157,383 ","$22,536 ",12.50%,1.395,0.067
OH,2015Q4,"$182,425 ","$158,751 ","$23,674 ",13.00%,1.415,0.071
OH,2016Q1,"$184,971 ","$160,212 ","$24,759 ",13.40%,1.434,0.074
OK,1975Q1,"$18,710 ","$17,775 ",$936 ,5.00%,0.207,0
OK,1975Q2,"$19,142 ","$18,184 ",$957 ,5.00%,0.211,0
OK,1975Q3,"$19,617 ","$18,636 ",$981 ,5.00%,0.217,0
OK,1975Q4,"$20,205 ","$19,195 ","$1,010 ",5.00%,0.223,0
OK,1976Q1,"$20,931 ","$19,885 ","$1,047 ",5.00%,0.231,0
OK,1976Q2,"$21,768 ","$20,679 ","$1,088 ",5.00%,0.24,0
OK,1976Q3,"$22,617 ","$21,486 ","$1,131 ",5.00%,0.25,0
OK,1976Q4,"$23,491 ","$22,316 ","$1,175 ",5.00%,0.259,0
OK,1977Q1,"$24,406 ","$23,186 ","$1,220 ",5.00%,0.27,0
OK,1977Q2,"$25,412 ","$24,141 ","$1,271 ",5.00%,0.281,0
OK,1977Q3,"$26,575 ","$25,246 ","$1,329 ",5.00%,0.293,0
OK,1977Q4,"$27,903 ","$26,508 ","$1,395 ",5.00%,0.308,0
OK,1978Q1,"$29,404 ","$27,934 ","$1,470 ",5.00%,0.325,0.001
OK,1978Q2,"$31,043 ","$29,491 ","$1,552 ",5.00%,0.343,0.001
OK,1978Q3,"$32,732 ","$31,096 ","$1,637 ",5.00%,0.361,0.002
OK,1978Q4,"$34,404 ","$32,684 ","$1,720 ",5.00%,0.38,0.003
OK,1979Q1,"$36,021 ","$33,637 ","$2,384 ",6.60%,0.398,0.004
OK,1979Q2,"$37,546 ","$34,590 ","$2,956 ",7.90%,0.415,0.005
OK,1979Q3,"$38,980 ","$35,577 ","$3,403 ",8.70%,0.43,0.006
OK,1979Q4,"$40,319 ","$36,528 ","$3,791 ",9.40%,0.445,0.006
OK,1980Q1,"$41,558 ","$37,390 ","$4,168 ",10.00%,0.459,0.007
OK,1980Q2,"$42,682 ","$38,170 ","$4,513 ",10.60%,0.471,0.008
OK,1980Q3,"$43,779 ","$38,899 ","$4,880 ",11.10%,0.483,0.008
OK,1980Q4,"$44,881 ","$39,607 ","$5,275 ",11.80%,0.496,0.009
OK,1981Q1,"$46,116 ","$40,318 ","$5,798 ",12.60%,0.509,0.01
OK,1981Q2,"$47,547 ","$41,089 ","$6,459 ",13.60%,0.525,0.011
OK,1981Q3,"$49,121 ","$41,953 ","$7,167 ",14.60%,0.542,0.012
OK,1981Q4,"$50,733 ","$42,953 ","$7,781 ",15.30%,0.56,0.014
OK,1982Q1,"$52,325 ","$44,116 ","$8,209 ",15.70%,0.578,0.014
OK,1982Q2,"$53,849 ","$45,289 ","$8,560 ",15.90%,0.595,0.015
OK,1982Q3,"$55,270 ","$46,353 ","$8,917 ",16.10%,0.61,0.016
OK,1982Q4,"$56,567 ","$47,171 ","$9,396 ",16.60%,0.625,0.017
OK,1983Q1,"$57,676 ","$47,650 ","$10,026 ",17.40%,0.637,0.018
OK,1983Q2,"$58,549 ","$47,865 ","$10,684 ",18.20%,0.647,0.019
OK,1983Q3,"$59,123 ","$47,938 ","$11,185 ",18.90%,0.653,0.02
OK,1983Q4,"$59,377 ","$47,990 ","$11,387 ",19.20%,0.656,0.02
OK,1984Q1,"$59,372 ","$48,102 ","$11,270 ",19.00%,0.656,0.02
OK,1984Q2,"$59,238 ","$48,288 ","$10,949 ",18.50%,0.654,0.02
OK,1984Q3,"$59,054 ","$48,488 ","$10,566 ",17.90%,0.652,0.019
OK,1984Q4,"$58,898 ","$48,653 ","$10,244 ",17.40%,0.65,0.018
OK,1985Q1,"$58,791 ","$48,748 ","$10,043 ",17.10%,0.649,0.018
OK,1985Q2,"$58,753 ","$48,787 ","$9,966 ",17.00%,0.649,0.018
OK,1985Q3,"$58,786 ","$48,791 ","$9,995 ",17.00%,0.649,0.018
OK,1985Q4,"$58,860 ","$48,782 ","$10,078 ",17.10%,0.65,0.018
OK,1986Q1,"$58,952 ","$48,795 ","$10,157 ",17.20%,0.651,0.018
OK,1986Q2,"$58,927 ","$48,834 ","$10,093 ",17.10%,0.651,0.018
OK,1986Q3,"$58,668 ","$48,940 ","$9,728 ",16.60%,0.648,0.018
OK,1986Q4,"$58,189 ","$49,143 ","$9,046 ",15.50%,0.643,0.016
OK,1987Q1,"$57,508 ","$49,448 ","$8,060 ",14.00%,0.635,0.014
OK,1987Q2,"$56,634 ","$49,843 ","$6,791 ",12.00%,0.625,0.012
OK,1987Q3,"$55,681 ","$50,261 ","$5,420 ",9.70%,0.615,0.01
OK,1987Q4,"$54,851 ","$50,647 ","$4,204 ",7.70%,0.606,0.008
OK,1988Q1,"$54,283 ","$50,957 ","$3,325 ",6.10%,0.599,0.006
OK,1988Q2,"$54,054 ","$51,211 ","$2,843 ",5.30%,0.597,0.005
OK,1988Q3,"$54,143 ","$51,436 ","$2,707 ",5.00%,0.598,0.005
OK,1988Q4,"$54,532 ","$51,805 ","$2,727 ",5.00%,0.602,0.005
OK,1989Q1,"$55,148 ","$52,391 ","$2,757 ",5.00%,0.609,0.006
OK,1989Q2,"$55,906 ","$53,111 ","$2,795 ",5.00%,0.617,0.007
OK,1989Q3,"$56,688 ","$53,854 ","$2,834 ",5.00%,0.626,0.008
OK,1989Q4,"$57,415 ","$54,545 ","$2,871 ",5.00%,0.634,0.01
OK,1990Q1,"$58,101 ","$55,196 ","$2,905 ",5.00%,0.642,0.011
OK,1990Q2,"$58,778 ","$55,839 ","$2,939 ",5.00%,0.649,0.013
OK,1990Q3,"$59,102 ","$56,146 ","$2,955 ",5.00%,0.653,0.014
OK,1990Q4,"$59,462 ","$56,488 ","$2,973 ",5.00%,0.657,0.015
OK,1991Q1,"$59,878 ","$56,884 ","$2,994 ",5.00%,0.661,0.015
OK,1991Q2,"$60,324 ","$57,308 ","$3,016 ",5.00%,0.666,0.015
OK,1991Q3,"$60,793 ","$57,753 ","$3,040 ",5.00%,0.671,0.016
OK,1991Q4,"$61,282 ","$58,217 ","$3,064 ",5.00%,0.677,0.017
OK,1992Q1,"$61,798 ","$58,708 ","$3,090 ",5.00%,0.682,0.018
OK,1992Q2,"$62,358 ","$59,241 ","$3,118 ",5.00%,0.689,0.021
OK,1992Q3,"$63,014 ","$59,863 ","$3,151 ",5.00%,0.696,0.024
OK,1992Q4,"$63,787 ","$60,597 ","$3,189 ",5.00%,0.704,0.027
OK,1993Q1,"$64,669 ","$61,435 ","$3,233 ",5.00%,0.714,0.031
OK,1993Q2,"$65,629 ","$62,347 ","$3,281 ",5.00%,0.725,0.035
OK,1993Q3,"$66,619 ","$63,288 ","$3,331 ",5.00%,0.736,0.04
OK,1993Q4,"$67,592 ","$64,212 ","$3,380 ",5.00%,0.746,0.046
OK,1994Q1,"$68,502 ","$65,077 ","$3,425 ",5.00%,0.756,0.054
OK,1994Q2,"$69,325 ","$65,859 ","$3,466 ",5.00%,0.766,0.064
OK,1994Q3,"$70,060 ","$66,557 ","$3,503 ",5.00%,0.774,0.073
OK,1994Q4,"$70,743 ","$67,206 ","$3,537 ",5.00%,0.781,0.081
OK,1995Q1,"$71,397 ","$67,827 ","$3,570 ",5.00%,0.788,0.085
OK,1995Q2,"$72,068 ","$68,465 ","$3,603 ",5.00%,0.796,0.087
OK,1995Q3,"$72,774 ","$69,135 ","$3,639 ",5.00%,0.804,0.089
OK,1995Q4,"$73,494 ","$69,819 ","$3,675 ",5.00%,0.812,0.092
OK,1996Q1,"$74,212 ","$70,501 ","$3,711 ",5.00%,0.819,0.098
OK,1996Q2,"$74,915 ","$71,170 ","$3,746 ",5.00%,0.827,0.106
OK,1996Q3,"$75,594 ","$71,814 ","$3,780 ",5.00%,0.835,0.117
OK,1996Q4,"$76,257 ","$72,444 ","$3,813 ",5.00%,0.842,0.129
OK,1997Q1,"$76,933 ","$73,086 ","$3,847 ",5.00%,0.85,0.144
OK,1997Q2,"$77,647 ","$73,764 ","$3,882 ",5.00%,0.857,0.163
OK,1997Q3,"$78,427 ","$74,506 ","$3,921 ",5.00%,0.866,0.184
OK,1997Q4,"$79,307 ","$75,341 ","$3,965 ",5.00%,0.876,0.208
OK,1998Q1,"$80,302 ","$76,287 ","$4,015 ",5.00%,0.887,0.236
OK,1998Q2,"$81,398 ","$77,328 ","$4,070 ",5.00%,0.899,0.27
OK,1998Q3,"$82,567 ","$78,439 ","$4,128 ",5.00%,0.912,0.313
OK,1998Q4,"$83,787 ","$79,598 ","$4,189 ",5.00%,0.925,0.372
OK,1999Q1,"$84,998 ","$80,748 ","$4,250 ",5.00%,0.939,0.449
OK,1999Q2,"$86,174 ","$81,866 ","$4,309 ",5.00%,0.952,0.546
OK,1999Q3,"$87,323 ","$82,957 ","$4,366 ",5.00%,0.964,0.659
OK,1999Q4,"$88,429 ","$84,008 ","$4,421 ",5.00%,0.976,0.779
OK,2000Q1,"$89,507 ","$85,031 ","$4,475 ",5.00%,0.988,0.896
OK,2000Q2,"$90,561 ","$86,033 ","$4,528 ",5.00%,1,1
OK,2000Q3,"$91,607 ","$86,698 ","$4,908 ",5.40%,1.012,1.085
OK,2000Q4,"$92,655 ","$87,495 ","$5,159 ",5.60%,1.023,1.141
OK,2001Q1,"$93,699 ","$88,417 ","$5,283 ",5.60%,1.035,1.17
OK,2001Q2,"$94,746 ","$89,380 ","$5,367 ",5.70%,1.046,1.189
OK,2001Q3,"$95,788 ","$90,300 ","$5,488 ",5.70%,1.058,1.217
OK,2001Q4,"$96,823 ","$91,088 ","$5,734 ",5.90%,1.069,1.272
OK,2002Q1,"$97,864 ","$91,671 ","$6,193 ",6.30%,1.081,1.374
OK,2002Q2,"$98,912 ","$92,058 ","$6,854 ",6.90%,1.092,1.521
OK,2002Q3,"$99,991 ","$92,265 ","$7,726 ",7.70%,1.104,1.716
OK,2002Q4,"$101,105 ","$92,312 ","$8,793 ",8.70%,1.116,1.955
OK,2003Q1,"$102,228 ","$92,266 ","$9,963 ",9.70%,1.129,2.218
OK,2003Q2,"$103,377 ","$92,347 ","$11,030 ",10.70%,1.142,2.458
OK,2003Q3,"$104,554 ","$92,835 ","$11,719 ",11.20%,1.155,2.613
OK,2003Q4,"$105,753 ","$94,004 ","$11,750 ",11.10%,1.168,2.622
OK,2004Q1,"$106,980 ","$96,016 ","$10,964 ",10.20%,1.181,2.447
OK,2004Q2,"$108,242 ","$98,606 ","$9,636 ",8.90%,1.195,2.152
OK,2004Q3,"$109,585 ","$101,391 ","$8,195 ",7.50%,1.21,1.831
OK,2004Q4,"$111,097 ","$103,988 ","$7,109 ",6.40%,1.227,1.589
OK,2005Q1,"$112,760 ","$106,108 ","$6,652 ",5.90%,1.245,1.487
OK,2005Q2,"$114,570 ","$107,840 ","$6,730 ",5.90%,1.265,1.505
OK,2005Q3,"$116,486 ","$109,361 ","$7,125 ",6.10%,1.286,1.594
OK,2005Q4,"$118,437 ","$110,848 ","$7,589 ",6.40%,1.308,1.699
OK,2006Q1,"$120,363 ","$112,424 ","$7,939 ",6.60%,1.329,1.779
OK,2006Q2,"$122,222 ","$113,986 ","$8,236 ",6.70%,1.35,1.848
OK,2006Q3,"$124,016 ","$115,379 ","$8,637 ",7.00%,1.369,1.94
OK,2006Q4,"$125,754 ","$116,448 ","$9,307 ",7.40%,1.389,2.093
OK,2007Q1,"$127,370 ","$117,137 ","$10,233 ",8.00%,1.406,2.306
OK,2007Q2,"$128,734 ","$117,749 ","$10,986 ",8.50%,1.422,2.479
OK,2007Q3,"$129,849 ","$118,695 ","$11,154 ",8.60%,1.434,2.52
OK,2007Q4,"$130,604 ","$120,385 ","$10,219 ",7.80%,1.442,2.311
OK,2008Q1,"$130,996 ","$123,034 ","$7,962 ",6.10%,1.447,1.801
OK,2008Q2,"$131,137 ","$124,580 ","$6,557 ",5.00%,1.448,1.138
OK,2008Q3,"$131,173 ","$124,615 ","$6,559 ",5.00%,1.448,0.671
OK,2008Q4,"$131,267 ","$124,704 ","$6,563 ",5.00%,1.449,0.51
OK,2009Q1,"$131,566 ","$124,876 ","$6,690 ",5.10%,1.453,0.52
OK,2009Q2,"$131,959 ","$123,991 ","$7,968 ",6.00%,1.457,0.62
OK,2009Q3,"$132,300 ","$122,685 ","$9,615 ",7.30%,1.461,0.749
OK,2009Q4,"$132,515 ","$121,595 ","$10,920 ",8.20%,1.463,0.851
OK,2010Q1,"$132,579 ","$121,207 ","$11,372 ",8.60%,1.464,0.885
OK,2010Q2,"$132,469 ","$121,492 ","$10,976 ",8.30%,1.463,0.855
OK,2010Q3,"$132,193 ","$122,243 ","$9,950 ",7.50%,1.46,0.776
OK,2010Q4,"$131,822 ","$123,263 ","$8,558 ",6.50%,1.456,0.668
OK,2011Q1,"$131,534 ","$124,398 ","$7,136 ",5.40%,1.452,0.557
OK,2011Q2,"$131,620 ","$125,039 ","$6,581 ",5.00%,1.453,0.467
OK,2011Q3,"$132,032 ","$125,431 ","$6,602 ",5.00%,1.458,0.398
OK,2011Q4,"$132,834 ","$126,192 ","$6,642 ",5.00%,1.467,0.353
OK,2012Q1,"$133,920 ","$127,224 ","$6,696 ",5.00%,1.479,0.318
OK,2012Q2,"$135,302 ","$128,537 ","$6,765 ",5.00%,1.494,0.298
OK,2012Q3,"$136,883 ","$130,039 ","$6,844 ",5.00%,1.512,0.289
OK,2012Q4,"$138,539 ","$131,612 ","$6,927 ",5.00%,1.53,0.292
OK,2013Q1,"$140,165 ","$132,942 ","$7,223 ",5.20%,1.548,0.305
OK,2013Q2,"$141,653 ","$134,046 ","$7,607 ",5.40%,1.564,0.321
OK,2013Q3,"$143,018 ","$135,001 ","$8,017 ",5.60%,1.579,0.339
OK,2013Q4,"$144,383 ","$135,881 ","$8,502 ",5.90%,1.594,0.359
OK,2014Q1,"$145,942 ","$138,358 ","$7,584 ",5.20%,1.612,0.321
OK,2014Q2,"$147,737 ","$138,413 ","$9,324 ",6.30%,1.631,0.394
OK,2014Q3,"$149,811 ","$141,263 ","$8,548 ",5.70%,1.654,0.362
OK,2014Q4,"$152,072 ","$144,039 ","$8,032 ",5.30%,1.679,0.34
OK,2015Q1,"$154,351 ","$144,090 ","$10,261 ",6.60%,1.704,0.435
OK,2015Q2,"$156,416 ","$142,620 ","$13,796 ",8.80%,1.727,0.586
OK,2015Q3,"$158,210 ","$143,303 ","$14,907 ",9.40%,1.747,0.634
OK,2015Q4,"$159,757 ","$144,565 ","$15,192 ",9.50%,1.764,0.647
OK,2016Q1,"$161,126 ","$145,912 ","$15,214 ",9.40%,1.779,0.649
OR,1975Q1,"$31,145 ","$28,618 ","$2,527 ",8.10%,0.168,0
OR,1975Q2,"$31,992 ","$29,174 ","$2,818 ",8.80%,0.172,0
OR,1975Q3,"$32,882 ","$29,714 ","$3,168 ",9.60%,0.177,0.001
OR,1975Q4,"$33,844 ","$30,238 ","$3,606 ",10.70%,0.182,0.001
OR,1976Q1,"$34,976 ","$30,755 ","$4,221 ",12.10%,0.188,0.001
OR,1976Q2,"$36,291 ","$31,281 ","$5,010 ",13.80%,0.195,0.001
OR,1976Q3,"$37,859 ","$31,849 ","$6,010 ",15.90%,0.204,0.001
OR,1976Q4,"$39,671 ","$32,493 ","$7,178 ",18.10%,0.213,0.001
OR,1977Q1,"$41,687 ","$33,223 ","$8,464 ",20.30%,0.224,0.001
OR,1977Q2,"$43,867 ","$34,023 ","$9,844 ",22.40%,0.236,0.002
OR,1977Q3,"$46,185 ","$34,845 ","$11,340 ",24.60%,0.248,0.002
OR,1977Q4,"$48,560 ","$35,645 ","$12,914 ",26.60%,0.261,0.002
OR,1978Q1,"$50,936 ","$36,429 ","$14,508 ",28.50%,0.274,0.003
OR,1978Q2,"$53,303 ","$37,198 ","$16,104 ",30.20%,0.287,0.003
OR,1978Q3,"$55,572 ","$38,064 ","$17,507 ",31.50%,0.299,0.003
OR,1978Q4,"$57,660 ","$39,110 ","$18,550 ",32.20%,0.31,0.003
OR,1979Q1,"$59,486 ","$40,381 ","$19,105 ",32.10%,0.32,0.003
OR,1979Q2,"$60,992 ","$41,793 ","$19,198 ",31.50%,0.328,0.004
OR,1979Q3,"$62,200 ","$43,216 ","$18,984 ",30.50%,0.335,0.004
OR,1979Q4,"$63,109 ","$44,520 ","$18,590 ",29.50%,0.339,0.003
OR,1980Q1,"$63,726 ","$45,628 ","$18,099 ",28.40%,0.343,0.003
OR,1980Q2,"$64,078 ","$46,607 ","$17,470 ",27.30%,0.345,0.003
OR,1980Q3,"$64,153 ","$47,599 ","$16,555 ",25.80%,0.345,0.003
OR,1980Q4,"$63,797 ","$48,734 ","$15,063 ",23.60%,0.343,0.003
OR,1981Q1,"$63,129 ","$50,114 ","$13,014 ",20.60%,0.34,0.002
OR,1981Q2,"$62,395 ","$51,639 ","$10,756 ",17.20%,0.336,0.002
OR,1981Q3,"$61,752 ","$53,203 ","$8,549 ",13.80%,0.332,0.002
OR,1981Q4,"$61,403 ","$54,693 ","$6,710 ",10.90%,0.33,0.001
OR,1982Q1,"$61,510 ","$56,004 ","$5,506 ",9.00%,0.331,0.001
OR,1982Q2,"$61,826 ","$57,096 ","$4,730 ",7.70%,0.333,0.001
OR,1982Q3,"$62,375 ","$57,933 ","$4,442 ",7.10%,0.336,0.001
OR,1982Q4,"$63,002 ","$58,483 ","$4,519 ",7.20%,0.339,0.001
OR,1983Q1,"$63,449 ","$58,726 ","$4,722 ",7.40%,0.341,0.001
OR,1983Q2,"$63,714 ","$58,761 ","$4,953 ",7.80%,0.343,0.001
OR,1983Q3,"$63,786 ","$58,680 ","$5,106 ",8.00%,0.343,0.001
OR,1983Q4,"$63,724 ","$58,583 ","$5,141 ",8.10%,0.343,0.001
OR,1984Q1,"$63,602 ","$58,563 ","$5,039 ",7.90%,0.342,0.001
OR,1984Q2,"$63,478 ","$58,616 ","$4,862 ",7.70%,0.341,0.001
OR,1984Q3,"$63,413 ","$58,751 ","$4,662 ",7.40%,0.341,0.001
OR,1984Q4,"$63,426 ","$58,965 ","$4,461 ",7.00%,0.341,0.001
OR,1985Q1,"$63,424 ","$59,249 ","$4,175 ",6.60%,0.341,0.001
OR,1985Q2,"$63,434 ","$59,555 ","$3,879 ",6.10%,0.341,0.001
OR,1985Q3,"$63,490 ","$59,823 ","$3,667 ",5.80%,0.342,0.001
OR,1985Q4,"$63,628 ","$59,994 ","$3,634 ",5.70%,0.342,0.001
OR,1986Q1,"$63,846 ","$60,038 ","$3,808 ",6.00%,0.343,0.001
OR,1986Q2,"$64,099 ","$60,029 ","$4,070 ",6.30%,0.345,0.001
OR,1986Q3,"$64,341 ","$60,070 ","$4,270 ",6.60%,0.346,0.001
OR,1986Q4,"$64,552 ","$60,266 ","$4,286 ",6.60%,0.347,0.001
OR,1987Q1,"$64,776 ","$60,679 ","$4,097 ",6.30%,0.348,0.001
OR,1987Q2,"$64,995 ","$61,242 ","$3,753 ",5.80%,0.35,0.001
OR,1987Q3,"$65,250 ","$61,842 ","$3,408 ",5.20%,0.351,0.001
OR,1987Q4,"$65,652 ","$62,369 ","$3,283 ",5.00%,0.353,0.001
OR,1988Q1,"$66,301 ","$62,986 ","$3,315 ",5.00%,0.357,0.001
OR,1988Q2,"$67,209 ","$63,849 ","$3,360 ",5.00%,0.362,0.001
OR,1988Q3,"$68,381 ","$64,962 ","$3,419 ",5.00%,0.368,0.001
OR,1988Q4,"$69,770 ","$66,282 ","$3,489 ",5.00%,0.375,0.001
OR,1989Q1,"$71,415 ","$67,844 ","$3,571 ",5.00%,0.384,0.002
OR,1989Q2,"$73,342 ","$69,675 ","$3,667 ",5.00%,0.395,0.003
OR,1989Q3,"$75,558 ","$71,780 ","$3,778 ",5.00%,0.406,0.004
OR,1989Q4,"$78,039 ","$74,137 ","$3,902 ",5.00%,0.42,0.006
OR,1990Q1,"$80,728 ","$76,692 ","$4,036 ",5.00%,0.434,0.01
OR,1990Q2,"$83,490 ","$79,316 ","$4,175 ",5.00%,0.449,0.015
OR,1990Q3,"$86,306 ","$81,990 ","$4,315 ",5.00%,0.464,0.025
OR,1990Q4,"$88,888 ","$84,443 ","$4,444 ",5.00%,0.478,0.038
OR,1991Q1,"$91,250 ","$86,688 ","$4,563 ",5.00%,0.491,0.058
OR,1991Q2,"$93,465 ","$86,855 ","$6,609 ",7.10%,0.503,0.085
OR,1991Q3,"$95,617 ","$87,224 ","$8,393 ",8.80%,0.514,0.108
OR,1991Q4,"$97,788 ","$88,021 ","$9,766 ",10.00%,0.526,0.126
OR,1992Q1,"$100,038 ","$89,362 ","$10,676 ",10.70%,0.538,0.139
OR,1992Q2,"$102,366 ","$90,945 ","$11,421 ",11.20%,0.551,0.149
OR,1992Q3,"$104,796 ","$92,435 ","$12,361 ",11.80%,0.564,0.161
OR,1992Q4,"$107,344 ","$93,477 ","$13,867 ",12.90%,0.577,0.181
OR,1993Q1,"$110,042 ","$93,802 ","$16,240 ",14.80%,0.592,0.212
OR,1993Q2,"$112,944 ","$93,755 ","$19,189 ",17.00%,0.608,0.251
OR,1993Q3,"$116,062 ","$93,674 ","$22,388 ",19.30%,0.624,0.293
OR,1993Q4,"$119,361 ","$93,932 ","$25,428 ",21.30%,0.642,0.334
OR,1994Q1,"$122,763 ","$94,785 ","$27,978 ",22.80%,0.66,0.368
OR,1994Q2,"$126,213 ","$96,067 ","$30,146 ",23.90%,0.679,0.398
OR,1994Q3,"$129,615 ","$97,470 ","$32,145 ",24.80%,0.697,0.426
OR,1994Q4,"$132,910 ","$98,695 ","$34,215 ",25.70%,0.715,0.455
OR,1995Q1,"$136,059 ","$99,603 ","$36,456 ",26.80%,0.732,0.488
OR,1995Q2,"$139,068 ","$100,129 ","$38,938 ",28.00%,0.748,0.524
OR,1995Q3,"$142,012 ","$100,549 ","$41,464 ",29.20%,0.764,0.56
OR,1995Q4,"$144,949 ","$101,062 ","$43,888 ",30.30%,0.78,0.595
OR,1996Q1,"$147,916 ","$101,769 ","$46,148 ",31.20%,0.796,0.627
OR,1996Q2,"$150,887 ","$102,724 ","$48,163 ",31.90%,0.812,0.657
OR,1996Q3,"$153,792 ","$103,767 ","$50,025 ",32.50%,0.827,0.685
OR,1996Q4,"$156,568 ","$104,785 ","$51,784 ",33.10%,0.842,0.711
OR,1997Q1,"$159,136 ","$105,693 ","$53,442 ",33.60%,0.856,0.737
OR,1997Q2,"$161,438 ","$106,481 ","$54,957 ",34.00%,0.868,0.761
OR,1997Q3,"$163,531 ","$107,180 ","$56,351 ",34.50%,0.88,0.783
OR,1997Q4,"$165,489 ","$107,819 ","$57,670 ",34.80%,0.89,0.804
OR,1998Q1,"$167,425 ","$108,470 ","$58,956 ",35.20%,0.901,0.826
OR,1998Q2,"$169,463 ","$109,068 ","$60,395 ",35.60%,0.912,0.849
OR,1998Q3,"$171,538 ","$109,702 ","$61,836 ",36.00%,0.923,0.872
OR,1998Q4,"$173,619 ","$110,412 ","$63,207 ",36.40%,0.934,0.894
OR,1999Q1,"$175,691 ","$111,241 ","$64,451 ",36.70%,0.945,0.914
OR,1999Q2,"$177,733 ","$112,144 ","$65,589 ",36.90%,0.956,0.933
OR,1999Q3,"$179,722 ","$113,107 ","$66,616 ",37.10%,0.967,0.95
OR,1999Q4,"$181,713 ","$114,099 ","$67,614 ",37.20%,0.977,0.965
OR,2000Q1,"$183,764 ","$114,915 ","$68,849 ",37.50%,0.988,0.982
OR,2000Q2,"$185,908 ","$115,950 ","$69,958 ",37.60%,1,1
OR,2000Q3,"$188,254 ","$116,995 ","$71,259 ",37.90%,1.013,1.022
OR,2000Q4,"$190,849 ","$118,021 ","$72,828 ",38.20%,1.027,1.048
OR,2001Q1,"$193,640 ","$119,241 ","$74,399 ",38.40%,1.042,1.079
OR,2001Q2,"$196,575 ","$120,131 ","$76,444 ",38.90%,1.057,1.112
OR,2001Q3,"$199,633 ","$120,964 ","$78,669 ",39.40%,1.074,1.149
